SrNo,District_Name,Taluka_Name,Taluka_Latitude,Taluka_Longitude,Month,Year,Soil_Type,Soil_pH,Soil_EC,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Soil_Moisture,Soil_Depth_Class,Avg_Temperature,Min_Temperature,Max_Temperature,Rainfall_mm,Humidity_percent,Wind_Speed_kmph,Solar_Radiation,Evapotranspiration,Cloud_Cover_percent,Crop_Recommended,Crop_Suitability,Crop_Yield_Quintal_per_Hectare
17403,BHAVNAGAR,Ghogha,21.6874043,72.2761717,12,2019,Silty,6.08,0.96,0.55,224.8,41.3,372.3,40.7,Deep,24.5,19.7,27.6,3.8,32.6,29.6,262.4,5.04,45.8,Jowar,Yes,12.56
17404,KACHCHH,Mundra,22.8393153,69.7249477,10,2014,Black Cotton,7.26,1.3,1.16,320.1,18.0,517.6,43.7,Deep,29.4,25.5,35.8,14.7,45.3,36.3,403.1,4.61,29.2,Bajra,Yes,12.13
17405,KHEDA,Galteshwar,22.8686619,73.3084119,10,2017,Loam,6.13,2.37,0.27,437.1,27.4,639.1,7.8,Deep,26.3,18.7,32.0,17.9,35.0,6.6,750.3,4.53,60.4,Jowar,Yes,12.49
17406,BHAVNAGAR,Sihor,21.720494,71.9605587,3,2014,Silty,6.44,3.94,1.26,241.4,59.9,203.0,8.9,Medium,41.4,37.4,45.3,6.2,32.6,35.1,274.9,4.08,58.1,Bajra,No,12.296651388859246
17407,BANASKANTHA,Deodar,24.1920148,71.7893701,11,2019,Silty,6.54,2.78,0.89,94.1,29.4,121.8,34.6,Medium,26.0,20.6,28.7,9.9,50.7,29.3,1162.9,5.25,45.5,Bajra,Yes,11.283184952084248
17409,RAJKOT,Gondal,21.9575096,70.8009896,8,2015,Black Cotton,6.63,2.65,1.1,63.3,40.5,443.8,14.1,Medium,26.7,21.1,31.9,428.2,85.0,6.0,151.6,4.34,100.0,Castor,Yes,13.12
17410,PATAN,Saraswati,23.875171,72.166746,6,2017,Loam,7.1,1.07,1.75,146.6,58.7,697.6,39.1,Medium,29.7,22.2,33.3,246.4,65.2,9.6,265.8,5.52,100.0,Urad (Black Gram),Yes,10.47
17411,BANASKANTHA,Danta,24.187557,72.7649516,2,2023,Loam,6.36,1.05,0.43,481.2,21.8,653.1,30.5,Shallow,22.8,20.5,28.3,12.9,45.1,26.9,856.9,2.7,48.2,Chickpea,Yes,14.96
17412,MAHISAGAR,Balasinor,22.9561711,73.3370129,6,2022,Loam,7.39,2.55,0.11,283.9,32.6,678.4,9.7,Shallow,30.5,26.0,36.8,497.3,80.1,35.6,890.9,3.52,100.0,Castor,Yes,10.18
17413,NARMADA,Garudeshwar,21.8898443,73.6551011,1,2015,Silty,7.1,1.03,0.61,370.7,16.6,305.3,20.2,Shallow,11.9,8.2,17.3,3.7,35.8,19.3,962.7,4.52,70.3,Wheat,Yes,26.75
17415,MAHISAGAR,Balasinor,22.9561711,73.3370129,6,2022,Silty,6.47,2.5,1.33,151.3,44.7,63.0,22.7,Deep,33.0,25.6,36.9,642.7,95.0,32.5,90.3,1.6,100.0,Soybean,Yes,11.32
17416,KHEDA,Thasra,22.7977449,73.2207334,3,2020,Black Cotton,6.95,2.5,0.75,247.1,6.2,571.2,4.2,Shallow,34.8,32.5,41.4,8.6,44.6,24.9,493.2,4.96,58.9,Urad (Black Gram),No,5.012615474481968
17417,TAPI,Dolvan,20.902135,73.3331335,12,2017,Black Cotton,7.23,1.19,1.15,103.3,51.1,691.0,43.5,Medium,18.1,10.5,22.1,7.9,40.9,15.8,330.0,6.27,61.9,Wheat,Yes,32.25
17418,KACHCHH,Anjar,23.1194278,70.0363797,8,2014,Black Cotton,6.81,1.36,0.61,168.6,9.1,326.4,2.3,Deep,27.1,24.7,30.1,332.1,76.1,33.6,264.2,3.07,99.0,Castor,Yes,13.61
17419,MAHISAGAR,Balasinor,22.9561711,73.3370129,5,2019,Black Cotton,8.26,1.66,0.44,297.2,58.0,603.6,7.2,Medium,36.1,33.6,39.3,14.1,42.9,20.7,1083.4,3.82,30.3,Bajra,No,12.797580606843828
17422,BANASKANTHA,Deesa,24.2594977,72.1803348,11,2021,Sandy Loam,6.48,2.83,1.17,72.82058188824084,51.3,229.1,27.9,Deep,16.5,12.2,20.5,2.5,39.4,7.8,550.6,5.48,69.2,Onion,No,198.85167780158287
17423,MAHESANA,Becharaji,23.5443586,72.0851152,5,2020,Black Cotton,7.97,0.42,0.48,175.3,10.6,134.0,42.0,Shallow,34.6,27.7,40.9,11.8,32.0,32.1,866.1,6.41,67.8,Bajra,Yes,14.27
17424,JUNAGADH,Malia,21.11454,70.3736575,8,2014,Silty,6.99,2.42,1.41,357.8,51.6,624.6,9.8,Medium,31.2,25.6,34.7,577.9,88.9,6.0,885.5,1.74,100.0,Maize,Yes,30.38
17425,SURENDRANAGAR,Lakhtar,22.8724876,71.7763542,4,2021,Silty,7.05,2.28,1.2,426.5,7.0,184.0,13.7,Shallow,30.6,28.4,33.5,15.7,45.9,40.2,485.2,4.22,13.3,Jowar,Yes,11.203379800284182
17426,PANCHMAHALS,Shehera,22.829248945454545,73.03712348181818,9,2018,Black Cotton,7.37,3.04,0.29,492.5,53.9,320.4,23.4,Deep,27.6,20.5,30.3,624.7,95.0,80.0,593.5,0.69,100.0,Tur (Pigeon Pea),No,8.359049680118495
17427,SABARKANTHA,Himatnagar,23.5971246,72.9588273,5,2015,Silty,6.18,1.16,1.17,301.0,6.2,513.6,20.5,Medium,27.9,20.8,30.1,7.9,45.9,33.8,1001.8,2.56,45.3,Urad (Black Gram),No,5.320390285168797
17428,CHHOTA,UDEPUR,22.3148736,74.0141067,7,2016,Black Cotton,8.49,1.04,1.15,69.2,36.2,247.2,35.2,Deep,29.4,22.6,33.3,113.8,43.0,15.8,346.9,2.48,58.5,Cumin,No,3.230270150133532
17429,AHMADABAD,Detroj-Rampura,23.3291312,72.1639025,4,2022,Loam,7.04,0.24,1.07,396.1,8.4,465.5,16.0,Medium,28.8,26.1,34.4,20.3,32.8,9.3,1039.5,5.51,42.8,Jowar,Yes,10.670634475402696
17430,PANCHMAHALS,Shehera,22.829248945454545,73.03712348181818,3,2016,Silty,6.15,2.52,0.58,55.4,7.3,590.9,17.4,Medium,33.4,30.5,39.2,25.3,48.6,80.0,282.8,4.07,70.7,Bajra,No,10.44079232374571
17431,PANCHMAHALS,Godhra,22.829248945454545,73.03712348181818,5,2020,Silty,6.92,1.6,1.04,236.2,55.8,150.4,24.7,Deep,35.3,31.1,37.5,10.6,45.9,80.0,805.7,6.45,29.4,Bajra,Yes,11.42
17432,PATAN,Radhanpur,23.8472862,71.5858439,3,2022,Silty,7.17,2.18,1.5,136.1,42.8,423.9,32.1,Medium,36.9,33.2,43.4,1.3,47.6,17.3,743.7,3.57,63.5,Bajra,Yes,13.09
17433,RAJKOT,Jetpur,21.7543725,70.6189391,4,2018,Black Cotton,6.84,1.01,0.56,109.5,54.3,120.3,34.0,Shallow,39.8,33.6,42.7,10.8,37.8,10.8,934.3,3.42,42.1,Urad (Black Gram),No,4.798808781968469
17434,MORBI,Tankara,22.6562177,70.7486911,4,2014,Silty,6.89,0.16,0.53,146.3,21.3,149.8,5.1,Medium,36.0,33.6,40.5,11.9,40.6,26.3,927.1,3.55,11.6,Jowar,Yes,11.21
17435,BANASKANTHA,Deesa,24.2594977,72.1803348,4,2020,Sandy,5.83,2.52,0.88,94.9,53.5,578.1,45.0,Shallow,32.3,27.5,34.7,20.9,34.8,36.5,334.1,6.26,34.6,Urad (Black Gram),Yes,8.99
17436,DEVBHUMI,DWARKA,22.2424747,68.9671448,11,2023,Silty,6.97,1.72,1.36,178.3,33.7,385.6,38.9,Medium,17.0,9.4,22.8,9.6,44.9,28.9,302.8,2.57,68.2,Wheat,Yes,22.06
17437,JUNAGADH,Manavadar,21.4979645,70.1406499,2,2020,Loam,6.69,0.3,0.28,114.9,13.9,318.3,32.9,Shallow,22.7,19.0,27.7,17.7,47.1,25.8,388.9,2.53,36.7,Wheat,Yes,24.58
17438,PANCHMAHALS,Ghoghamba,22.829248945454545,73.03712348181818,9,2016,Black Cotton,6.77,3.42,1.4,430.6,36.1,336.7,6.1,Deep,32.8,27.9,35.2,604.9,95.0,80.0,515.4,1.71,100.0,Castor,Yes,13.98
17439,TAPI,Songadh,21.1702124,73.5622874,6,2018,Black Cotton,6.86,1.79,1.51,465.1,57.7,685.0,13.8,Medium,28.3,23.0,32.2,464.8,77.6,36.3,292.1,3.39,100.0,Castor,No,8.44361794317284
17440,BHAVNAGAR,Mahuva,21.0914409,71.7621979,11,2016,Loam,6.05,0.61,0.89,347.3,24.2,347.2,12.2,Shallow,17.9,12.5,20.8,12.4,32.2,13.7,900.8,4.76,25.8,Wheat,Yes,30.17
17441,AHMADABAD,Viramgam,23.1224522,72.0483946,12,2023,Black Cotton,7.57,1.42,1.43,337.2,5.2,651.0,14.8,Shallow,22.8,16.5,28.8,14.1,41.2,29.1,1118.9,2.77,53.1,Wheat,Yes,32.36
17442,KACHCHH,Nakhatrana,23.3495267,69.2653851,2,2019,Black Cotton,8.39,3.22,1.28,453.3,59.4,558.8,6.5,Deep,19.7,17.2,25.9,10.5,39.7,17.7,869.5,3.8,27.4,Chickpea,No,11.19518882892211
17443,PATAN,Sankheshwar,23.79879317530675,71.89748336549079,9,2021,Loam,7.3,2.13,0.61,414.9,16.6,152.4,28.7,Shallow,27.7,21.7,32.5,479.5,85.3,80.0,957.9,3.66,100.0,Castor,Yes,12.66
17444,KACHCHH,Abdasa,23.2576703,68.8854644,1,2018,Black Cotton,7.67,2.43,0.29,497.3,51.8,548.7,36.7,Shallow,22.9,20.5,27.6,0.2,47.9,23.3,813.8,3.35,65.1,Chickpea,Yes,10.55
17445,VADODARA,Vadodara,22.2973142,73.1942567,8,2016,Black Cotton,7.68,3.2,0.78,67.4,48.4,635.2,14.1,Medium,30.6,28.6,36.2,585.3,95.0,15.1,310.8,1.13,100.0,Castor,Yes,13.46
17448,AMRELI,Savar,21.3447388,71.3138041,7,2023,Silty,6.0,1.83,1.38,180.2,51.4,466.3,13.2,Shallow,30.3,22.7,36.4,278.8,75.5,14.4,136.5,2.15,100.0,Jowar,Yes,13.3
17451,KACHCHH,Mandvi,22.8314482,69.35081,8,2018,Black Cotton,7.32,3.67,1.75,343.1,9.4,440.8,34.7,Shallow,30.8,24.8,34.0,417.4,83.6,18.3,846.9,3.3,100.0,Castor,Yes,12.96
17452,JUNAGADH,Manavadar,21.4979645,70.1406499,2,2022,Loam,6.95,3.92,0.43,412.1,16.0,588.7,3.9,Medium,24.9,18.5,31.3,0.4,44.1,26.6,416.2,3.96,60.4,Urad (Black Gram),No,4.905796688204031
17453,NARMADA,Dediapada,21.6271369,73.5898076,10,2020,Loam,6.88,1.16,0.19,51.9,15.5,686.1,41.3,Medium,25.2,17.3,29.6,31.6,45.4,40.4,632.0,2.06,23.4,Jowar,Yes,11.050207672065932
17454,BOTAD,Botad,22.1686,71.6685,7,2017,Silty,6.84,0.89,1.07,410.5,40.9,695.1,12.2,Medium,27.6,23.4,31.3,148.8,62.6,33.3,296.5,5.75,96.8,Cumin,No,4.479568218007619
17455,KHEDA,Mehmedabad,22.8621774,72.7957815,3,2021,Loam,7.46,0.09,1.57,166.2,35.7,245.0,38.4,Deep,36.5,29.8,42.5,16.6,41.3,27.0,829.4,5.61,39.4,Jowar,Yes,10.46
17456,BANASKANTHA,Deesa,24.2594977,72.1803348,4,2015,Sandy,6.53,1.08,0.92,87.7,37.5,143.5,29.3,Deep,38.7,31.0,44.4,16.3,34.4,19.2,254.8,2.26,61.4,Bajra,Yes,12.44
17458,PANCHMAHALS,Halol,22.5025899,73.4691058,6,2022,Black Cotton,6.58,3.6,1.14,79.5,28.7,213.9,13.1,Deep,30.6,27.2,34.6,129.9,50.9,34.9,1017.9,2.94,41.7,Moong (Green Gram),No,6.141469098553383
17459,BHAVNAGAR,Vallabhipur,21.8885909,71.8781618,7,2021,Loam,6.02,1.66,0.58,426.7,13.5,491.7,21.9,Medium,25.9,21.4,32.9,272.7,65.7,19.0,968.4,5.4,79.2,Chickpea,Yes,17.17
17461,SURENDRANAGAR,Dhrangadhra,22.9914292,71.4663753,10,2020,Loam,7.18,3.11,1.14,155.0,10.7,549.2,33.1,Deep,25.6,23.3,32.1,36.1,35.7,9.4,549.1,5.77,46.8,Jowar,Yes,15.84
17462,BANASKANTHA,Kankrej,24.0387783,71.9411013,12,2017,Loam,6.35,2.73,0.35,353.0,27.3,381.5,4.7,Medium,13.7,11.4,17.6,13.8,44.5,39.4,1027.1,2.42,49.1,Wheat,Yes,27.32
17463,BOTAD,Botad,22.1686,71.6685,7,2023,Silty,7.32,2.93,1.17,276.1,36.9,66.6,9.9,Deep,30.7,23.8,34.4,443.7,82.3,34.5,316.2,4.66,100.0,Rice,Yes,26.31
17464,NAVSARI,Gandevi,20.8029715,72.9966726,12,2021,Silty,6.54,3.36,0.44,417.7,17.1,73.0,5.5,Shallow,25.4,22.6,31.4,14.2,36.5,9.2,676.4,6.03,47.9,Jowar,Yes,12.52
17465,DAHOD,Fatepura,22.87978639169436,74.10500860548173,9,2017,Loam,6.34,0.84,1.58,458.3,41.7,504.1,29.5,Shallow,29.0,23.1,35.5,545.6,95.0,80.0,133.2,2.74,100.0,Groundnut,Yes,19.13
17466,PATAN,Chanasma,23.7150529,72.1150247,7,2018,Silty,7.18,0.44,1.63,150.9,17.1,169.6,9.1,Shallow,26.9,22.6,31.9,220.9,64.9,6.5,1022.0,3.99,77.7,Jowar,Yes,12.99
17467,PATAN,Patan,23.8505032,72.1133403,11,2022,Sandy,5.56,3.49,0.21,451.7,36.1,231.2,23.0,Deep,12.7,10.0,15.9,11.6,35.8,21.7,264.6,6.09,27.8,Tobacco,No,16.618860384947045
17468,SABARKANTHA,Vadali,23.9411124,73.0403755,5,2015,Silty,6.41,1.42,1.75,349.4,5.5,173.6,2.0,Medium,29.9,22.6,34.2,0.1,37.5,16.5,460.9,2.81,5.8,Bajra,Yes,13.67
17469,ARAVALLI,Dhansura,23.3467,73.2054,1,2022,Silty,6.69,2.19,1.46,448.5,34.0,316.1,5.7,Medium,20.8,16.7,24.5,9.7,32.5,35.1,438.9,2.22,57.6,Wheat,Yes,24.19
17470,GANDHINAGAR,Gandhinagar,23.2232877,72.6492267,11,2023,Loam,6.84,0.07,1.46,78.3,37.1,62.8,44.9,Medium,25.9,23.4,30.3,17.3,41.5,16.1,775.5,6.18,38.6,Jowar,Yes,13.37
17472,RAJKOT,Rajkot,22.3053263,70.8028377,4,2016,Loam,7.46,0.77,1.03,390.0,24.6,637.9,20.1,Shallow,36.7,31.9,41.3,15.5,51.1,39.3,582.0,4.8,8.4,Bajra,No,10.40933499025656
17474,JAMNAGAR,Dhrol,22.5675674,70.4164394,2,2021,Black Cotton,6.71,2.94,0.18,269.4,23.2,554.8,40.2,Shallow,21.7,16.8,27.0,5.5,31.9,8.0,437.9,2.53,32.4,Jowar,Yes,11.43
17475,SURAT,Palsana,21.0859408,72.978046,1,2019,Silty,7.34,2.67,0.19,125.9,11.8,177.5,6.2,Shallow,18.7,15.0,20.9,0.4,47.7,7.5,1144.8,4.28,15.1,Wheat,Yes,31.11
17476,MAHISAGAR,Kadana,23.289682,73.8380384,5,2019,Black Cotton,6.75,2.53,0.65,159.7,47.5,297.2,4.6,Deep,35.6,32.0,42.3,1.8,35.6,22.1,1125.0,2.74,9.1,Bajra,Yes,10.97
17477,PORBANDAR,Ranavav,21.6986198,69.7268474,4,2019,Loam,6.87,3.18,1.41,389.3,30.3,644.3,6.8,Deep,35.6,28.1,38.4,20.5,39.5,7.2,359.8,4.37,37.1,Urad (Black Gram),Yes,9.15
17479,SURAT,Umarpada,21.4563995,73.4757224,5,2020,Silty,7.24,0.64,0.42,424.3,29.5,482.0,29.1,Shallow,30.7,25.3,37.0,24.3,49.9,38.6,389.7,4.55,57.5,Jowar,Yes,10.944242296313522
17480,BHARUCH,Amod,21.9907832,72.8706259,10,2017,Black Cotton,7.59,3.17,1.25,316.8,24.3,212.0,3.9,Medium,30.0,23.6,37.0,12.8,35.0,38.8,776.0,3.03,68.2,Bajra,Yes,12.9
17481,TAPI,Dolvan,20.902135,73.3331335,9,2023,Loam,6.38,0.45,1.67,449.4,37.8,127.1,43.6,Shallow,29.4,21.4,35.2,607.7,92.7,14.3,166.1,3.75,100.0,Maize,Yes,30.9
17482,KACHCHH,Mandvi,22.8314482,69.35081,8,2015,Black Cotton,6.59,1.53,1.75,166.0,43.6,196.5,28.0,Shallow,31.8,28.6,38.1,475.8,93.2,12.4,915.3,0.5,100.0,Castor,No,10.611277334752238
17483,BHAVNAGAR,Umrala,21.8437449,71.8049299,3,2018,Black Cotton,7.47,1.45,1.61,302.5,27.5,234.2,5.2,Shallow,34.5,26.7,39.9,16.4,44.2,36.9,264.0,3.78,39.0,Bajra,Yes,14.106923591015216
17484,DAHOD,Garbada,22.684669,74.3132146,9,2018,Loam,6.41,3.75,0.17,188.2,58.1,324.1,31.3,Medium,26.6,22.9,29.2,364.7,69.1,31.9,722.9,3.86,100.0,Onion,No,159.1095410249548
17486,AMRELI,Rajula,21.038617,71.4438845,7,2019,Black Cotton,6.51,1.68,1.77,490.3,19.3,238.4,29.8,Shallow,31.6,28.2,34.2,180.7,50.1,39.5,512.5,1.21,62.2,Jowar,Yes,14.024829624812837
17487,BHARUCH,Jhagadia,21.7157199,73.1497026,3,2014,Loam,7.25,0.06,1.46,165.7,14.7,389.9,6.4,Medium,31.3,28.1,34.6,25.2,51.5,19.4,578.8,3.29,17.9,Bajra,No,12.895841815315114
17488,PATAN,Santalpur,23.7598357,71.1822023,11,2017,Loam,7.12,3.93,0.12,367.3,38.9,689.6,9.1,Medium,14.8,10.9,20.2,13.2,34.8,31.1,529.9,2.52,9.5,Chickpea,Yes,15.92
17489,MAHISAGAR,Kadana,23.289682,73.8380384,11,2023,Silty,6.17,0.68,0.26,216.1,41.9,272.9,28.3,Shallow,18.6,14.3,25.2,8.8,34.0,22.6,728.5,3.65,51.7,Wheat,Yes,24.44
17491,BANASKANTHA,Suigam,24.1515492,71.3593406,9,2023,Silty,6.25,1.37,1.54,276.4,15.2,179.2,43.8,Deep,31.9,28.2,36.8,583.0,95.0,19.7,828.1,2.88,100.0,Maize,Yes,22.33
17492,AHMADABAD,Bavla,22.8278859,72.3684741,9,2014,Loam,7.27,2.85,0.73,405.4,5.7,494.8,15.1,Shallow,28.0,21.3,30.2,573.3,88.0,24.4,550.4,4.07,100.0,Cotton,Yes,15.27
17493,BHARUCH,Bharuch,21.7080427,72.9956936,11,2022,Loam,7.5,3.3,0.31,292.9,16.2,388.1,16.2,Deep,15.2,8.4,20.3,10.9,31.7,26.8,308.9,4.97,10.5,Wheat,Yes,26.44
17494,MAHISAGAR,Kadana,23.289682,73.8380384,9,2014,Loam,6.36,1.02,0.47,196.1,28.9,628.1,6.8,Deep,26.2,18.3,32.8,483.1,95.0,11.2,520.5,2.6,100.0,Castor,Yes,12.55
17496,PORBANDAR,Kutiyana,21.6228345,69.9852088,9,2016,Loam,6.64,0.2,1.74,64.52944301930852,54.9,648.8,19.2,Deep,32.9,29.1,39.6,227.2,71.9,35.4,478.8,4.63,58.9,Jowar,Yes,13.67
17497,ARAVALLI,Bhiloda,23.768877,73.2479027,11,2015,Silty,6.85,3.9,0.9,298.3,50.9,254.8,21.8,Deep,22.3,15.9,24.4,14.8,33.6,15.3,833.5,4.35,25.7,Wheat,Yes,31.84
17498,NARMADA,Tilakwada,21.9693156,73.5897708,2,2021,Loam,7.24,3.81,1.14,445.5,23.2,351.9,20.3,Deep,23.8,16.0,28.4,2.7,35.2,35.2,875.2,3.89,26.9,Jowar,Yes,13.1
17499,TAPI,Uchchhal,21.2952173,73.820417,7,2019,Silty,6.94,3.99,0.27,342.4,24.6,56.8,13.7,Shallow,27.5,24.2,33.1,172.1,61.5,26.0,222.8,2.34,89.6,Moong (Green Gram),No,6.235844669839725
17500,JUNAGADH,Mendarda,21.3232985,70.4425757,11,2020,Silty,6.73,3.52,0.26,428.0,54.8,194.9,27.7,Deep,24.8,18.3,28.0,10.3,50.9,19.5,973.1,3.38,59.8,Jowar,Yes,16.48
17501,BANASKANTHA,Bhabhar,24.0650833,71.6155279,9,2016,Sandy Loam,7.46,2.15,1.5,234.3,16.9,480.1,38.2,Medium,30.9,28.2,35.3,237.9,58.6,20.9,149.6,4.4,55.2,Moong (Green Gram),No,5.027311465381183
17502,MAHISAGAR,Lunawada,23.19144429640288,73.63350439376498,1,2023,Loam,7.45,0.84,0.31,131.4,28.0,199.1,25.0,Shallow,14.9,11.9,17.3,10.8,43.0,80.0,989.3,3.11,40.1,Wheat,Yes,20.95
17504,RAJKOT,Jetpur,21.7543725,70.6189391,6,2019,Silty,6.17,2.69,0.53,206.8,41.0,561.9,31.7,Medium,27.5,23.3,29.6,329.4,68.3,15.7,319.0,2.2,73.3,Rice,Yes,31.48
17506,BHARUCH,Jhagadia,21.7157199,73.1497026,12,2018,Silty,7.45,0.5,0.49,277.8,21.0,494.2,33.4,Medium,14.8,10.6,17.8,5.1,43.9,37.2,861.5,6.33,61.5,Wheat,Yes,24.74
17508,DAHOD,DAHOD,22.8358786,74.2556823,10,2022,Loam,6.63,1.13,0.51,493.3,54.3,685.3,41.0,Deep,28.2,24.0,31.4,17.4,34.8,40.6,944.4,4.28,18.9,Jowar,Yes,12.957506320724342
17509,DANGS,Subir,20.7587262,73.68735329999998,11,2019,Black Cotton,7.07,2.43,0.52,256.2,32.5,176.7,42.6,Medium,24.2,17.0,30.9,25.7,33.7,80.0,878.1,5.88,44.0,Urad (Black Gram),Yes,9.48
17510,RAJKOT,Paddhari,22.4297959,70.6057564,11,2023,Silty,6.83,3.82,0.93,415.0,27.7,143.8,15.1,Deep,25.1,20.6,32.0,10.1,35.8,19.7,950.3,6.86,13.6,Bajra,Yes,10.61
17512,ARAVALLI,Modasa,23.4634245,73.2990631,10,2023,Silty,6.62,2.71,1.49,360.7,51.6,344.7,15.2,Medium,24.4,20.6,29.3,27.0,44.9,26.0,542.3,3.95,66.7,Jowar,Yes,11.202584991553689
17514,RAJKOT,Upleta,21.7466811,70.2821426,10,2021,Silty,7.05,3.2,0.9,331.0,34.2,256.6,4.5,Medium,31.9,25.1,35.2,47.5,47.3,15.0,753.7,6.22,71.9,Urad (Black Gram),No,4.977245727663965
17515,MAHESANA,Mahesana,23.6015557,72.3867981,10,2014,Silty,7.45,0.06,1.69,229.0,29.8,71.0,34.0,Deep,24.7,17.2,31.2,20.7,43.6,6.1,692.2,4.14,50.9,Jowar,Yes,15.09
17517,PANCHMAHALS,Ghoghamba,22.829248945454545,73.03712348181818,4,2014,Loam,7.37,2.68,0.93,423.6,52.9,599.6,29.2,Shallow,38.0,34.7,42.5,29.1,44.3,80.0,1122.1,5.6,40.4,Bajra,Yes,15.59
17519,MAHISAGAR,Lunawada,23.19144429640288,73.63350439376498,2,2016,Black Cotton,6.62,0.08,1.56,51.63608073435205,11.8,329.8,30.3,Deep,19.9,15.6,25.9,16.3,31.9,80.0,824.8,4.4,61.3,Wheat,Yes,24.02
17520,SABARKANTHA,Vijaynagar,23.9531558,73.2815255,1,2014,Silty,7.06,1.6,1.28,356.6,38.8,71.4,38.7,Deep,19.3,16.3,23.1,4.7,43.1,34.2,443.2,2.94,52.0,Potato,Yes,166.64
17521,ARAVALLI,Modasa,23.4634245,73.2990631,2,2022,Loam,7.21,1.36,1.21,64.7,23.0,325.3,39.3,Shallow,17.9,15.8,21.2,3.5,38.5,32.5,509.2,5.48,24.8,Wheat,Yes,30.57
17522,DANGS,Subir,20.7587262,73.68735329999998,11,2022,Black Cotton,7.24,1.86,0.92,106.0,44.2,424.7,28.5,Medium,12.0,9.8,18.6,9.2,47.1,80.0,603.6,3.58,49.8,Wheat,Yes,26.17
17523,JAMNAGAR,Lalpur,22.1915377,69.963963,8,2023,Black Cotton,7.37,3.0,0.96,469.2,32.0,115.0,40.5,Deep,30.8,27.0,34.0,498.4,88.4,32.1,945.9,0.98,100.0,Cotton,Yes,11.77
17524,BHAVNAGAR,Jesar,21.3699105,71.6684114,8,2023,Loam,6.56,1.89,0.92,157.2,39.8,222.0,20.8,Shallow,33.0,25.3,35.0,475.7,89.4,13.7,72.2,0.5,100.0,Cotton,Yes,13.57
17525,KACHCHH,Anjar,23.1194278,70.0363797,6,2018,Black Cotton,6.59,0.33,0.21,129.9,32.6,676.3,44.1,Medium,31.9,29.0,35.6,448.8,86.1,11.9,325.7,1.38,100.0,Castor,Yes,12.62
17526,MAHESANA,Visnagar,23.6978037,72.5507598,8,2022,Loam,7.48,2.19,0.22,207.7,24.8,180.4,20.1,Deep,32.2,27.0,36.8,214.8,58.4,10.1,191.3,1.03,48.7,Jowar,Yes,14.48
17527,JUNAGADH,Manavadar,21.4979645,70.1406499,1,2017,Silty,6.0,2.29,0.71,344.1,11.8,447.6,15.6,Shallow,23.9,17.6,30.6,9.3,39.8,5.9,466.6,3.96,26.6,Tobacco,Yes,21.69
17528,BHAVNAGAR,Palitana,21.5236104,71.8219597,2,2017,Loam,7.15,2.87,1.63,190.7,12.9,323.4,7.2,Shallow,25.9,21.0,29.9,20.0,48.5,17.4,460.9,5.0,45.5,Jowar,Yes,16.15
17529,NARMADA,Dediapada,21.6271369,73.5898076,10,2020,Black Cotton,7.51,1.48,0.5,434.3,22.6,51.0,40.9,Deep,27.2,21.2,31.1,10.2,43.8,20.5,1167.6,6.35,26.9,Bajra,Yes,14.087816273006643
17530,JUNAGADH,Visavadar,21.3417058,70.7534299,7,2022,Silty,6.49,2.1,0.34,486.2,26.0,478.8,27.1,Shallow,26.9,19.5,33.3,468.0,77.7,16.6,273.4,1.93,100.0,Rice,Yes,30.7
17531,DANGS,Ahwa,20.7587262,73.6873533,3,2016,Loam,6.46,0.84,1.45,254.5,14.6,240.9,12.3,Deep,30.7,23.2,34.3,1.3,47.8,21.0,684.7,5.83,22.3,Urad (Black Gram),No,4.986124231623106
17532,MAHESANA,Satlasana,24.0246132,72.7933287,1,2019,Sandy Loam,6.67,2.58,0.72,390.1,39.2,508.6,16.2,Shallow,17.5,11.9,21.6,0.7,34.3,27.0,660.7,6.48,25.5,Wheat,Yes,28.34
17534,BHAVNAGAR,Bhavnagar,21.7718836,72.1416449,10,2019,Black Cotton,7.19,0.14,1.47,86.7,58.0,55.0,41.9,Shallow,27.0,20.1,31.6,58.9,48.7,22.8,1009.8,6.17,31.3,Bajra,Yes,12.42
17535,TAPI,Valod,21.0488646,73.2615399,9,2019,Black Cotton,8.06,1.54,0.39,496.8,7.0,83.5,6.2,Shallow,27.9,25.1,30.5,422.4,84.7,24.3,59.5,3.87,100.0,Castor,Yes,9.01
17536,MAHISAGAR,Balasinor,22.9561711,73.3370129,7,2014,Loam,7.38,3.36,1.77,120.9,57.8,580.3,42.7,Deep,25.2,20.2,29.2,405.5,71.6,25.4,962.2,0.5,89.7,Rice,Yes,33.73213085116068
17538,BOTAD,Botad,22.1686,71.6685,11,2021,Loam,6.33,0.36,0.48,131.8,41.6,453.5,21.8,Shallow,21.7,15.2,26.0,13.8,43.7,30.4,601.2,4.45,38.2,Wheat,Yes,22.14
17539,SABARKANTHA,Himatnagar,23.5971246,72.9588273,7,2021,Black Cotton,8.41,1.28,1.41,204.2,27.8,564.2,6.5,Medium,26.3,21.7,29.7,213.5,53.7,25.4,391.3,4.2,100.0,Moong (Green Gram),No,5.970991169361573
17540,BANASKANTHA,Suigam,24.1515492,71.3593406,6,2016,Silty,6.21,0.21,1.29,340.7,36.7,623.6,23.4,Shallow,32.2,24.6,38.3,232.5,70.2,33.7,682.6,1.75,86.5,Jowar,Yes,11.224679501728057
